,cksum,tifsize,tifname
117,1887366900,210886938,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/l7qxiwwx.tif
118,1572174640,2832774364,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/uu0xvrjw.tif
119,613868350,214555378,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/2qzcvbug.tif
120,3615725416,2831448018,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/xbn8qj12.tif
121,1467843267,2813729288,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ghmfdctz.tif
122,1203950840,220961948,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/xhj3rpk9.tif
123,1164592036,2785256748,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/lwwppj4l.tif
124,1593136324,221576978,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/6qcd8mjb.tif
125,1079648663,222115666,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/98oj127w.tif
126,2275167454,223814694,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/rzzqzh42.tif
127,3855388802,226741990,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/z56amlxb.tif
128,510563657,2778504368,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/oby4v9fe.tif
129,3508616797,227400590,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/d71zazk9.tif
130,3666941524,229493674,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/cip7qdek.tif
131,134788779,2768640602,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/tpqeppc7.tif
132,2495828423,2766037200,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/al8uh1wx.tif
133,3577276272,230951436,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/n1v0jlez.tif
134,2642322384,2754247440,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/sy3z8ynh.tif
135,44025743,2748697520,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/7ut5a7t2.tif
136,3008660614,2747153560,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/q3ch1990.tif
137,3472553836,2746571438,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/s7s0rf6o.tif
138,3014668593,232746900,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/iro23h7d.tif
139,2392849893,2745035442,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/4tjdrk7w.tif
140,1347499945,234917470,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/gnbpgv8q.tif
141,799949321,2724061740,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/o2vpwyez.tif
142,1816977388,240980004,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/j5odd6jy.tif
143,2604075065,2716798824,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/qsfn75vk.tif
144,1683634593,242529836,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/8li0qu75.tif
145,322668432,243183996,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/qeorocy2.tif
146,4227780029,2713548886,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/spey3rnt.tif
147,2232769945,245886718,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/1a8ntpnq.tif
148,41174871,249584400,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/dbdfsmgk.tif
149,3891347706,2709649576,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/1qhthj2o.tif
150,338023195,250052812,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/onigflj2.tif
151,3107641357,250230706,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/2cjhpzv1.tif
152,1219475006,257951404,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/pikpwlfw.tif
153,364838016,2708311624,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/rdslu5i5.tif
154,3633542965,259752862,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/70j26gp1.tif
155,4253689641,264562856,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/c891urd8.tif
156,3422828541,2685519178,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/xp4n1x0x.tif
157,2327786144,2685222514,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/xwer9u4s.tif
158,3441690703,2684580110,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/mxgypg1r.tif
159,3710796508,267076526,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/kdjubhkt.tif
160,4186974079,2672699772,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/9d6drue3.tif
161,1064483791,2666943790,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ztn8mwy6.tif
162,1463204263,271625240,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ns5arugh.tif
163,901368434,2666441430,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/vov7tdah.tif
164,1390718058,272271922,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/5aoui3p3.tif
165,2570066918,2646360766,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/r8cj17j9.tif
166,2424791587,2632766308,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/qrimite8.tif
167,1069304751,273265884,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/wri87c3g.tif
168,2673701847,2632442248,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/hfg60onv.tif
169,2225450043,275259922,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/4uurr7kj.tif
170,3711261237,280110596,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/h0o9nsbq.tif
171,2589553093,2631137408,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/7ndvrfv6.tif
172,2858427918,280873694,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/fk6xkhhf.tif
173,2199171857,2619468284,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/08iwwo8m.tif
174,381853331,281184952,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/gd22v9r6.tif
175,968115227,281335300,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/o37l6qb1.tif
176,1108509841,283407606,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/kw3asisx.tif
177,516092662,2614818390,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/yobdw2t2.tif
178,2895613588,284038548,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/rt968lmp.tif
179,2447892262,289026646,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ux4yet0j.tif
180,3010605726,2612813840,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/m6t8kek1.tif
181,2871486144,2612484734,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/kv8xyy6w.tif
182,431321093,2611837450,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/w35f5thr.tif
183,1015509192,2606763714,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/sunb4nt5.tif
184,3110061373,295889358,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/rd6mxc1o.tif
185,538518696,2596142358,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/hmgp3hor.tif
186,2957952893,297259186,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/gwqantep.tif
187,2996174659,2594587322,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/auakoj6a.tif
188,3260154428,2587940970,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/z10gi3ih.tif
189,2265747595,299804106,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/aw75mfil.tif
190,1362547292,2573879786,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/s4cm9bva.tif
191,3566736926,2566368210,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ax1nd9nh.tif
192,815697543,302137374,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/7nxeq2xr.tif
193,1869133528,303701046,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/fx6u23oa.tif
194,752286126,303829146,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/hw71clm8.tif
195,3757756999,2565618650,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/qz15zv1i.tif
196,2691777596,2564145546,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/h0kvyt9d.tif
197,3395782535,309425338,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/2akjssw2.tif
198,3077413078,312012090,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/bpexx4pk.tif
199,744038751,312719300,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/2ds4ytsv.tif
200,1273782371,316479084,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/bzfmf5v8.tif
201,2301714968,2544514926,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/zfwwjyxt.tif
202,3845556122,317898684,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/d1n83wu1.tif
203,4083470272,2542506500,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/1dchisbb.tif
204,276932281,323838626,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/q5olgzqe.tif
205,1954186492,2535150302,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/jza5t8t0.tif
206,3013824215,2533800300,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/mn7pvie8.tif
207,471078108,2532464196,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/s2ufpyws.tif
208,2348907589,324068414,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/li8x5c6c.tif
209,2149707330,2523433624,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/7etqtt5v.tif
210,1649859787,2522829592,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/wxqu4sai.tif
211,2152461954,327622006,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/drpa7gue.tif
212,3884552071,2505693120,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/pgcna06j.tif
213,1591847390,328198714,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/gtq0i0j5.tif
214,2234104547,2502819912,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/8tdz79pr.tif
215,3610358780,328611438,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/6t5gt51a.tif
216,409946765,329790262,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ec9dthhu.tif
217,3326017573,2493386294,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/v47a2cp5.tif
218,2949914817,336489430,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/2ztrjp20.tif
219,3944594850,2492917922,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/0qwg5ak5.tif
220,51653450,341898270,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/aq2qyinz.tif
221,257088563,348214162,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/31drdibd.tif
222,984687980,2491135812,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ak9f0jl8.tif
223,4164500241,352383742,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/n871w7yx.tif
224,3041758411,2482760590,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ebfytmv7.tif
225,1782359572,353506048,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/9kdswl4l.tif
226,378439451,364897020,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/hpzk3x2s.tif
227,365235258,2468834424,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/3q7dsmbf.tif
228,3363475360,2466193208,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/qa31mhep.tif
229,2649535324,367951500,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/nq3ruxgh.tif
230,237360692,2463580848,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/qyx4btev.tif
231,1351921032,369193300,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/m5222b4s.tif
232,723537898,2459595004,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/uuvn74tv.tif
233,3734299188,2454615922,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/ah7hcun5.tif
234,1676495481,370824230,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/dko6em1q.tif
235,52658808,2444318310,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/t6kcc8ld.tif
236,4004206611,371021512,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/2bzeivqr.tif
237,2752992074,2442299960,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/nbd4wvm9.tif
238,3462996354,371882748,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/jooskyzv.tif
239,2410053931,2435275142,/home/broug/Desktop/visiomel-melanoma-runtime/notebooks/../data/originals/rf6mpkqq.tif
